,Index_fin_dist_direction_x,Index_fin_dist_direction_y,Index_fin_dist_direction_z,Index_fin_inter_direction_x,Index_fin_inter_direction_y,Index_fin_inter_direction_z,Index_fin_meta_direction_x,Index_fin_meta_direction_y,Index_fin_meta_direction_z,Index_fin_prox_direction_x,Index_fin_prox_direction_y,Index_fin_prox_direction_z,Middle_fin_dist_direction_x,Middle_fin_dist_direction_y,Middle_fin_dist_direction_z,Middle_fin_inter_direction_x,Middle_fin_inter_direction_y,Middle_fin_inter_direction_z,Middle_fin_meta_direction_x,Middle_fin_meta_direction_y,Middle_fin_meta_direction_z,Middle_fin_prox_direction_x,Middle_fin_prox_direction_y,Middle_fin_prox_direction_z,Pinky_fin_dist_direction_x,Pinky_fin_dist_direction_y,Pinky_fin_dist_direction_z,Pinky_fin_inter_direction_x,Pinky_fin_inter_direction_y,Pinky_fin_inter_direction_z,Pinky_fin_meta_direction_x,Pinky_fin_meta_direction_y,Pinky_fin_meta_direction_z,Pinky_fin_prox_direction_x,Pinky_fin_prox_direction_y,Pinky_fin_prox_direction_z,Ring_fin_dist_direction_x,Ring_fin_dist_direction_y,Ring_fin_dist_direction_z,Ring_fin_inter_direction_x,Ring_fin_inter_direction_y,Ring_fin_inter_direction_z,Ring_fin_meta_direction_x,Ring_fin_meta_direction_y,Ring_fin_meta_direction_z,Ring_fin_prox_direction_x,Ring_fin_prox_direction_y,Ring_fin_prox_direction_z,Thumb_fin_dist_direction_x,Thumb_fin_dist_direction_y,Thumb_fin_dist_direction_z,Thumb_fin_inter_direction_x,Thumb_fin_inter_direction_y,Thumb_fin_inter_direction_z,Thumb_fin_meta_direction_x,Thumb_fin_meta_direction_y,Thumb_fin_meta_direction_z,Thumb_fin_prox_direction_x,Thumb_fin_prox_direction_y,Thumb_fin_prox_direction_z,arm_direction_x,arm_direction_y,arm_direction_z,label
0,-0.07533886283636093,0.348009318113327,0.9344589710235596,-0.22630269825458527,-0.044413454830646515,0.9730439186096191,-0.06849678605794907,-0.12589770555496216,0.9896756410598755,-0.34428226947784424,-0.46131640672683716,0.8177144527435303,-0.17663680016994476,0.35845884680747986,0.9166824221611023,-0.37750524282455444,0.03911890834569931,0.9251808524131775,-0.19715046882629395,-0.07992016524076462,0.9771102666854858,-0.5354785919189453,-0.3167731463909149,0.7828903794288635,-0.23623034358024597,-0.09520739316940308,0.9670215845108032,-0.28070613741874695,-0.14785289764404297,0.9483372569084167,-0.4664390981197357,-0.009488808922469616,0.8845023512840271,-0.3334018886089325,-0.2115154266357422,0.9187516570091248,-0.21206340193748474,-0.062342602759599686,0.9752653241157532,-0.24607974290847778,-0.11658786237239838,0.9622120261192322,-0.33330827951431274,-0.024560032412409782,0.942497968673706,-0.2858582139015198,-0.181597501039505,0.9409077763557434,0.642286479473114,-0.4125339388847351,0.6459751129150391,0.388587087392807,-0.1726282685995102,0.9050963521003723,0.0,0.0,0.0,0.49017712473869324,-0.2643190622329712,0.8305792212486267,0.2711425721645355,0.2379361391067505,-0.9326671957969666,1
1,-0.03079087659716606,0.4246656596660614,0.9048265218734741,-0.16007757186889648,0.04108959808945656,0.9862488508224487,-0.004224398173391819,-0.021186914294958115,0.9997666478157043,-0.2694445848464966,-0.38348522782325745,0.8833677172660828,-0.11776603758335114,0.4271421432495117,0.8964824676513672,-0.29919540882110596,0.10960687696933746,0.9478757977485657,-0.13502438366413116,0.019210629165172577,0.9906560778617859,-0.4511280357837677,-0.2560676336288452,0.8549343347549438,-0.18662267923355103,0.01744234934449196,0.9822767972946167,-0.2325650304555893,-0.04112773761153221,0.9717108607292175,-0.41182413697242737,0.07101874053478241,0.9084917902946472,-0.28708136081695557,-0.11259637027978897,0.9512656331062317,-0.21294374763965607,0.003264881204813719,0.977059006690979,-0.23105782270431519,-0.02856994979083538,0.9725204110145569,-0.27498292922973633,0.06634011119604111,0.9591576457023621,-0.25256863236427307,-0.06706246733665466,0.9652520418167114,0.7013354301452637,-0.33153483271598816,0.6310413479804993,0.45432645082473755,-0.07031630724668503,0.8880557417869568,0.0,0.0,0.0,0.5495941638946533,-0.16181692481040955,0.8196106553077698,0.2867489457130432,0.25830408930778503,-0.9225258827209473,1
2,-0.025534335523843765,0.4246450960636139,0.9049997329711914,-0.15205566585063934,0.04195594787597656,0.9874810576438904,0.0036404698621481657,-0.01793944463133812,0.9998325109481812,-0.2601950168609619,-0.38180863857269287,0.8868599534034729,-0.11300545930862427,0.4241492748260498,0.898513913154602,-0.29122230410575867,0.107449971139431,0.9506019949913025,-0.12738394737243652,0.021917833015322685,0.9916113018989563,-0.4414287507534027,-0.25676026940345764,0.859775960445404,-0.18146082758903503,0.02032117359340191,0.9831881523132324,-0.226957306265831,-0.03807969018816948,0.9731599688529968,-0.4050159156322479,0.07237864285707474,0.9114403128623962,-0.2809883654117584,-0.10936448723077774,0.9534594416618347,-0.2072356939315796,0.015980586409568787,0.978160560131073,-0.2268308848142624,-0.018646303564310074,0.9737557172775269,-0.2677672207355499,0.06839831918478012,0.9610527157783508,-0.2500782012939453,-0.060545943677425385,0.9663307666778564,0.7083978056907654,-0.32836875319480896,0.6247771382331848,0.4619792699813843,-0.06657805293798447,0.8843881487846375,0.0,0.0,0.0,0.5564545392990112,-0.15735997259616852,0.8158407211303711,0.2883618175983429,0.2577941119670868,-0.9221657514572144,1
3,-0.02906937152147293,0.3936792016029358,0.9187881946563721,-0.14776694774627686,0.023685386404395103,0.9887385368347168,0.0069601512514054775,-0.013904317282140255,0.9998791217803955,-0.25051000714302063,-0.3824750781059265,0.8893579244613647,-0.11287665367126465,0.4023744761943817,0.9084897041320801,-0.28276148438453674,0.09283334016799927,0.9546873569488525,-0.12418472766876221,0.02561010606586933,0.9919285774230957,-0.42780277132987976,-0.26053622364997864,0.8655088543891907,-0.18724751472473145,0.028045793995261192,0.9819123148918152,-0.23170533776283264,-0.02925204113125801,0.9723460674285889,-0.402197003364563,0.07509183138608932,0.9124685525894165,-0.284505158662796,-0.09926679730415344,0.9535213708877563,-0.21142660081386566,0.04052165150642395,0.9765534400939941,-0.2343936264514923,-0.00011925731814699247,0.9721418023109436,-0.26477736234664917,0.07163573056459427,0.9616450667381287,-0.26148122549057007,-0.049267660826444626,0.9639503955841064,0.7101293802261353,-0.32725009322166443,0.6233967542648315,0.46272963285446167,-0.06424526125192642,0.8841683864593506,0.0,0.0,0.0,0.5565688610076904,-0.15431258082389832,0.8163447976112366,0.28931164741516113,0.258638858795166,-0.9216315746307373,1
4,-0.03678339719772339,0.344214528799057,0.9381702542304993,-0.14425429701805115,-0.0045229410752654076,0.9895303845405579,0.011190008372068405,-0.008698249235749245,0.9998995065689087,-0.23875831067562103,-0.38281846046447754,0.8924373984336853,-0.11741732805967331,0.37004125118255615,0.9215653538703918,-0.27543583512306213,0.07245301455259323,0.9585853219032288,-0.1201072558760643,0.030376173555850983,0.9922960996627808,-0.4123859107494354,-0.26397258043289185,0.8719267845153809,-0.1911562979221344,0.03848274424672127,0.9808049201965332,-0.23486919701099396,-0.018125345930457115,0.9718579053878784,-0.39859986305236816,0.0786009281873703,0.9137505292892456,-0.28680071234703064,-0.0874052345752716,0.953994631767273,-0.21482211351394653,0.054873377084732056,0.9751104116439819,-0.2389434278011322,0.011947412975132465,0.9709599018096924,-0.2609655261039734,0.07581714540719986,0.9623661637306213,-0.2673128545284271,-0.039962634444236755,0.962780773639679,0.7070305943489075,-0.3255947530269623,0.6277703642845154,0.45769599080085754,-0.06237000599503517,0.8869184851646423,0.0,0.0,0.0,0.5512049198150635,-0.15159040689468384,0.8204836845397949,0.2905125617980957,0.25973621010780334,-0.9209449291229248,1
5,-0.028238385915756226,0.30641064047813416,0.951480507850647,-0.12695233523845673,-0.027291586622595787,0.9915332794189453,0.03024442493915558,-0.008578047156333923,0.9995056986808777,-0.21652984619140625,-0.3862166106700897,0.8966333866119385,-0.1142386719584465,0.3307681381702423,0.9367719888687134,-0.2594294846057892,0.046468012034893036,0.9646435379981995,-0.10134544223546982,0.02991437166929245,0.9944014549255371,-0.38810351490974426,-0.2712845802307129,0.8807838559150696,-0.18228943645954132,0.03798132389783859,0.982511043548584,-0.22475680708885193,-0.01734904572367668,0.9742603898048401,-0.3814924359321594,0.07689975202083588,0.9211676716804504,-0.2752886116504669,-0.08503737300634384,0.9575933218002319,-0.20377527177333832,0.05814540758728981,0.9772894978523254,-0.22808994352817535,0.01453372836112976,0.9735315442085266,-0.2429472953081131,0.07472877204418182,0.9671567678451538,-0.25669074058532715,-0.03818169981241226,0.9657391309738159,0.7230147123336792,-0.33178868889808655,0.6059421896934509,0.4772719144821167,-0.0682184025645256,0.8761036992073059,0.0,0.0,0.0,0.5637007355690002,-0.1511140912771225,0.8120381832122803,0.295939564704895,0.2501857280731201,-0.9218605756759644,1
6,-0.02459384873509407,0.2766742706298828,0.9606489539146423,-0.11645159870386124,-0.04172883182764053,0.9923194050788879,0.04414426162838936,-0.000513009144924581,0.9990249872207642,-0.20160819590091705,-0.3825131356716156,0.9016860127449036,-0.11193905770778656,0.3076493740081787,0.9448922872543335,-0.24780045449733734,0.03528975322842598,0.9681681990623474,-0.0875793844461441,0.037692323327064514,0.9954441785812378,-0.3703778088092804,-0.2677499055862427,0.8894550204277039,-0.17802882194519043,0.04422007128596306,0.9830312132835388,-0.21935105323791504,-0.009820631705224514,0.97559654712677,-0.3688087463378906,0.08356891572475433,0.9257409572601318,-0.26854902505874634,-0.07592684775590897,0.960269033908844,-0.19707044959068298,0.0647885724902153,0.97824627161026,-0.22091074287891388,0.02180481143295765,0.9750502109527588,-0.2296341210603714,0.08202401548624039,0.9698144793510437,-0.2489645928144455,-0.03013218194246292,0.9680437445640564,0.7370859384536743,-0.3394854664802551,0.5843406319618225,0.49453094601631165,-0.07162438333034515,0.8662038445472717,0.0,0.0,0.0,0.5719239711761475,-0.14695964753627777,0.8070351481437683,0.3016502261161804,0.2390517145395279,-0.9229633808135986,1
7,-0.024806488305330276,0.24769756197929382,0.9685197472572327,-0.11177146434783936,-0.05330678075551987,0.992303192615509,0.05321037769317627,0.008399560116231441,0.9985479116439819,-0.19375769793987274,-0.37452763319015503,0.9067453145980835,-0.1125170886516571,0.2865363657474518,0.9514393210411072,-0.24105815589427948,0.027254147455096245,0.9701278805732727,-0.07838568091392517,0.04711109772324562,0.9958093762397766,-0.3588891327381134,-0.26035621762275696,0.8963331580162048,-0.1770603358745575,0.05236674100160599,0.9828059077262878,-0.2177862972021103,-0.0005007566651329398,0.9759963154792786,-0.3600495159626007,0.0935048907995224,0.9282355308532715,-0.2662713825702667,-0.06516757607460022,0.9616926312446594,-0.19448359310626984,0.07118973881006241,0.9783190488815308,-0.21775585412979126,0.029531843960285187,0.9755563735961914,-0.2204878330230713,0.09179006516933441,0.9710610508918762,-0.24514980614185333,-0.020777493715286255,0.9692625999450684,0.7436662316322327,-0.34669816493988037,0.5716300010681152,0.5051752924919128,-0.07409617304801941,0.8598300814628601,0.0,0.0,0.0,0.5747693181037903,-0.14340117573738098,0.8056527376174927,0.30492591857910156,0.23617219924926758,-0.9226282238960266,1
8,-0.02398575469851494,0.215472012758255,0.9762153625488281,-0.10601048171520233,-0.07027263939380646,0.9918788075447083,0.06279096752405167,0.010636433959007263,0.997969925403595,-0.18449638783931732,-0.3738192319869995,0.9089666604995728,-0.11252888292074203,0.2619561553001404,0.9584969282150269,-0.23401020467281342,0.014307416044175625,0.9721288681030273,-0.06877169758081436,0.04952581971883774,0.9964023232460022,-0.34693068265914917,-0.2592381536960602,0.9013515710830688,-0.177886500954628,0.04954695701599121,0.9828028678894043,-0.21731261909008026,-0.0015705162659287453,0.9761008024215698,-0.35100603103637695,0.0961582139134407,0.931422770023346,-0.2642253339290619,-0.06399308890104294,0.9623356461524963,-0.19006162881851196,0.07114063203334808,0.979191243648529,-0.21291115880012512,0.030319059267640114,0.9766010046005249,-0.21104277670383453,0.09434691071510315,0.9729129076004028,-0.23981492221355438,-0.018942032009363174,0.970633864402771,0.7623453140258789,-0.3785213530063629,0.5249296426773071,0.5380402207374573,-0.10716889798641205,0.8360786437988281,0.0,0.0,0.0,0.5764328837394714,-0.14636166393756866,0.8039299249649048,0.30915263295173645,0.21774792671203613,-0.9257485866546631,1
9,-0.023521700873970985,0.19056864082813263,0.9813920259475708,-0.10034079849720001,-0.08067222684621811,0.9916772246360779,0.07268989831209183,0.019211988896131516,0.9971694946289062,-0.17476411163806915,-0.36819988489151,0.9131737351417542,-0.11039413511753082,0.24826571345329285,0.9623810052871704,-0.2257770597934723,0.009950180537998676,0.9741281270980835,-0.05892474576830864,0.05795235186815262,0.9965788722038269,-0.33433711528778076,-0.25298815965652466,0.9078632593154907,-0.1776324063539505,0.05184885486960411,0.9827300310134888,-0.2155676633119583,0.002434684196487069,0.9764858484268188,-0.34184199571609497,0.10374097526073456,0.9340137839317322,-0.26068705320358276,-0.057840749621391296,0.9636890888214111,-0.18398910760879517,0.07735785096883774,0.9798794388771057,-0.20653584599494934,0.03693120926618576,0.9777418375015259,-0.20147158205509186,0.10242606699466705,0.9741241931915283,-0.2330867499113083,-0.01183545682579279,0.972383975982666,0.7831166386604309,-0.4087974727153778,0.46862882375717163,0.5747437477111816,-0.13635362684726715,0.8068937063217163,0.0,0.0,0.0,0.5751402974128723,-0.13676956295967102,0.8065406084060669,0.31707173585891724,0.18414156138896942,-0.9303533434867859,1
